"Nível";"Cód.";"Brasil e Município";"Grupo de idade";"Católica Apostólica Romana";"Evangélicas";"Espírita";"Umbanda e Candomblé";"Tradições indígenas";"Outras religiosidades";"Sem religião";"Não sabe";"Sem declaração"
"MU";"3300100";"Angra dos Reis (RJ)";"Total";"50813";"56085";"1783";"1299";"277";"8510";"25634";"105";"210"
"MU";"3300159";"Aperibé (RJ)";"Total";"4090";"4183";"112";"27";"-";"125";"1201";"-";"10"
"MU";"3300209";"Araruama (RJ)";"Total";"37571";"43393";"3637";"2042";"4";"5218";"21113";"96";"144"
"MU";"3300225";"Areal (RJ)";"Total";"5900";"2672";"598";"79";"-";"197";"855";"-";"-"
"MU";"3300233";"Armação dos Búzios (RJ)";"Total";"8887";"11568";"653";"330";"-";"5624";"7588";"36";"92"
"MU";"3300258";"Arraial do Cabo (RJ)";"Total";"9786";"9637";"522";"435";"-";"1953";"4992";"38";"82"
"MU";"3300308";"Barra do Piraí (RJ)";"Total";"36473";"28055";"4068";"3024";"-";"2965";"7041";"5";"171"
"MU";"3300407";"Barra Mansa (RJ)";"Total";"72849";"53585";"3680";"1450";"10";"5918";"12485";"11";"141"
"MU";"3300456";"Belford Roxo (RJ)";"Total";"111500";"151409";"6263";"9824";"60";"24777";"112817";"38";"891"
"MU";"3300506";"Bom Jardim (RJ)";"Total";"15269";"6617";"239";"101";"-";"500";"2014";"-";"-"
"MU";"3300605";"Bom Jesus do Itabapoana (RJ)";"Total";"19150";"9193";"262";"87";"-";"658";"1521";"-";"-"
"MU";"3300704";"Cabo Frio (RJ)";"Total";"56275";"81063";"5224";"2913";"5";"16078";"31713";"118";"534"
"MU";"3300803";"Cachoeiras de Macacu (RJ)";"Total";"12360";"22483";"601";"534";"16";"2332";"11501";"10";"57"
"MU";"3300902";"Cambuci (RJ)";"Total";"6902";"4419";"131";"23";"-";"217";"1421";"-";"8"
"MU";"3300936";"Carapebus (RJ)";"Total";"4744";"5067";"48";"35";"-";"605";"1540";"-";"13"
"MU";"3300951";"Comendador Levy Gasparian (RJ)";"Total";"4049";"2370";"234";"60";"3";"229";"678";"-";"9"
"MU";"3301009";"Campos dos Goytacazes (RJ)";"Total";"182485";"153797";"8356";"3045";"-";"14746";"56625";"206";"665"
"MU";"3301108";"Cantagalo (RJ)";"Total";"9918";"5476";"225";"28";"-";"493";"926";"-";"-"
"MU";"3301157";"Cardoso Moreira (RJ)";"Total";"4278";"5005";"111";"17";"-";"243";"1780";"-";"5"
"MU";"3301207";"Carmo (RJ)";"Total";"8734";"4292";"678";"123";"11";"512";"912";"-";"12"
"MU";"3301306";"Casimiro de Abreu (RJ)";"Total";"10419";"17940";"769";"503";"67";"2973";"7143";"-";"14"
"MU";"3301405";"Conceição de Macabu (RJ)";"Total";"6572";"8502";"110";"53";"-";"698";"2307";"-";"59"
"MU";"3301504";"Cordeiro (RJ)";"Total";"9670";"5666";"200";"66";"-";"400";"2191";"50";"22"
"MU";"3301603";"Duas Barras (RJ)";"Total";"6175";"2620";"57";"10";"-";"293";"486";"-";"15"
"MU";"3301702";"Duque de Caxias (RJ)";"Total";"207242";"283344";"12701";"15506";"114";"44796";"134643";"140";"2149"
"MU";"3301801";"Engenheiro Paulo de Frontin (RJ)";"Total";"4024";"4356";"394";"259";"-";"423";"1465";"-";"5"
"MU";"3301850";"Guapimirim (RJ)";"Total";"14395";"16465";"1135";"790";"-";"2403";"9314";"97";"231"
"MU";"3301876";"Iguaba Grande (RJ)";"Total";"9200";"9363";"1146";"516";"-";"1778";"2919";"-";"70"
"MU";"3301900";"Itaboraí (RJ)";"Total";"52371";"86572";"2902";"3293";"48";"11293";"38989";"20";"191"
"MU";"3302007";"Itaguaí (RJ)";"Total";"24618";"42453";"2194";"1871";"-";"8676";"20220";"210";"91"
"MU";"3302056";"Italva (RJ)";"Total";"5808";"4716";"20";"15";"-";"251";"1735";"-";"-"
"MU";"3302106";"Itaocara (RJ)";"Total";"10740";"7663";"108";"53";"-";"425";"1464";"-";"-"
"MU";"3302205";"Itaperuna (RJ)";"Total";"46639";"34860";"725";"381";"-";"2043";"4488";"481";"127"
"MU";"3302254";"Itatiaia (RJ)";"Total";"13221";"8711";"684";"325";"-";"1164";"2806";"6";"79"
"MU";"3302270";"Japeri (RJ)";"Total";"15776";"34530";"1053";"1125";"19";"4729";"25798";"-";"139"
"MU";"3302304";"Laje do Muriaé (RJ)";"Total";"4690";"1540";"36";"2";"-";"43";"172";"-";"-"
"MU";"3302403";"Macaé (RJ)";"Total";"64022";"82176";"5336";"3543";"-";"13380";"42757";"40";"233"
"MU";"3302452";"Macuco (RJ)";"Total";"2905";"1575";"17";"6";"-";"48";"223";"-";"-"
"MU";"3302502";"Magé (RJ)";"Total";"58765";"77134";"4597";"4584";"31";"12023";"39948";"156";"246"
"MU";"3302601";"Mangaratiba (RJ)";"Total";"15131";"12167";"1231";"847";"-";"2294";"4559";"123";"97"
"MU";"3302700";"Maricá (RJ)";"Total";"62084";"55598";"7461";"5674";"24";"11626";"31546";"107";"79"
"MU";"3302809";"Mendes (RJ)";"Total";"7351";"4809";"462";"258";"-";"657";"1850";"52";"33"
"MU";"3302858";"Mesquita (RJ)";"Total";"43770";"55574";"3837";"5218";"13";"9253";"27139";"61";"235"
"MU";"3302908";"Miguel Pereira (RJ)";"Total";"8077";"8916";"1308";"584";"27";"1297";"3548";"19";"15"
"MU";"3303005";"Miracema (RJ)";"Total";"15679";"6219";"179";"180";"-";"438";"969";"29";"-"
"MU";"3303104";"Natividade (RJ)";"Total";"8284";"4084";"280";"47";"-";"266";"352";"-";"11"
"MU";"3303203";"Nilópolis (RJ)";"Total";"41174";"42223";"3885";"4768";"12";"7594";"28525";"30";"219"
"MU";"3303302";"Niterói (RJ)";"Total";"195018";"96171";"25815";"13296";"43";"28912";"73617";"735";"358"
"MU";"3303401";"Nova Friburgo (RJ)";"Total";"77917";"50085";"4999";"2933";"22";"9357";"24510";"323";"99"
"MU";"3303500";"Nova Iguaçu (RJ)";"Total";"186279";"275095";"15643";"18470";"108";"50979";"135491";"198";"1392"
"MU";"3303609";"Paracambi (RJ)";"Total";"10121";"17219";"508";"693";"-";"1570";"6699";"-";"10"
"MU";"3303708";"Paraíba do Sul (RJ)";"Total";"19437";"11245";"1014";"500";"-";"1154";"3364";"-";"151"
"MU";"3303807";"Paraty (RJ)";"Total";"13323";"13693";"598";"608";"131";"2641";"8049";"23";"76"
"MU";"3303856";"Paty do Alferes (RJ)";"Total";"7358";"12355";"565";"257";"-";"648";"4488";"-";"76"
"MU";"3303906";"Petrópolis (RJ)";"Total";"119340";"72362";"9517";"3651";"72";"11349";"31473";"358";"181"
"MU";"3303955";"Pinheiral (RJ)";"Total";"8782";"7539";"933";"554";"-";"904";"2636";"14";"7"
"MU";"3304003";"Piraí (RJ)";"Total";"10394";"8399";"635";"540";"-";"954";"2968";"-";"152"
"MU";"3304102";"Porciúncula (RJ)";"Total";"8926";"4195";"224";"95";"-";"321";"1334";"-";"33"
"MU";"3304110";"Porto Real (RJ)";"Total";"8785";"6814";"267";"108";"-";"639";"1026";"-";"9"
"MU";"3304128";"Quatis (RJ)";"Total";"6940";"3325";"286";"229";"4";"433";"729";"5";"5"
"MU";"3304144";"Queimados (RJ)";"Total";"27961";"53978";"1571";"1719";"42";"9980";"25540";"-";"191"
"MU";"3304151";"Quissamã (RJ)";"Total";"8793";"6582";"216";"295";"-";"897";"2428";"38";"56"
"MU";"3304201";"Resende (RJ)";"Total";"63519";"32868";"2720";"853";"11";"5762";"8447";"70";"91"
"MU";"3304300";"Rio Bonito (RJ)";"Total";"15775";"21802";"599";"198";"-";"2032";"9100";"11";"104"
"MU";"3304409";"Rio Claro (RJ)";"Total";"9697";"4595";"172";"41";"-";"314";"578";"-";"38"
"MU";"3304508";"Rio das Flores (RJ)";"Total";"4861";"1729";"156";"126";"-";"469";"486";"-";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Total";"41061";"54202";"4350";"2901";"-";"9901";"22988";"41";"223"
"MU";"3304557";"Rio de Janeiro (RJ)";"Total";"2409363";"1407380";"282471";"196313";"1058";"329419";"889009";"2886";"5458"
"MU";"3304607";"Santa Maria Madalena (RJ)";"Total";"5434";"2334";"197";"29";"-";"216";"872";"-";"-"
"MU";"3304706";"Santo Antônio de Pádua (RJ)";"Total";"17849";"13821";"242";"90";"-";"722";"3852";"-";"52"
"MU";"3304755";"São Francisco de Itabapoana (RJ)";"Total";"13522";"16606";"55";"78";"-";"1194";"7441";"-";"54"
"MU";"3304805";"São Fidélis (RJ)";"Total";"12722";"13124";"255";"103";"-";"1166";"6871";"-";"93"
"MU";"3304904";"São Gonçalo (RJ)";"Total";"278798";"281789";"18520";"22367";"197";"42720";"145101";"338";"1913"
"MU";"3305000";"São João da Barra (RJ)";"Total";"21579";"7169";"370";"195";"-";"721";"2051";"11";"7"
"MU";"3305109";"São João de Meriti (RJ)";"Total";"107084";"128629";"8848";"8822";"89";"33163";"96768";"440";"952"
"MU";"3305133";"São José de Ubá (RJ)";"Total";"3493";"2070";"-";"8";"-";"46";"643";"-";"7"
"MU";"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"7493";"9004";"233";"-";"6";"658";"1739";"-";"-"
"MU";"3305208";"São Pedro da Aldeia (RJ)";"Total";"26084";"38420";"1917";"1225";"-";"5625";"16954";"6";"183"
"MU";"3305307";"São Sebastião do Alto (RJ)";"Total";"4437";"1973";"26";"9";"-";"142";"235";"-";"-"
"MU";"3305406";"Sapucaia (RJ)";"Total";"8318";"5735";"227";"53";"-";"203";"1159";"-";"24"
"MU";"3305505";"Saquarema (RJ)";"Total";"27443";"26051";"3029";"2124";"25";"5502";"14475";"75";"99"
"MU";"3305554";"Seropédica (RJ)";"Total";"13665";"32177";"758";"1185";"-";"6045";"15590";"21";"74"
"MU";"3305604";"Silva Jardim (RJ)";"Total";"3804";"8630";"176";"111";"-";"1138";"4591";"-";"33"
"MU";"3305703";"Sumidouro (RJ)";"Total";"5624";"6035";"47";"5";"-";"180";"1370";"-";"7"
"MU";"3305752";"Tanguá (RJ)";"Total";"6978";"11694";"54";"73";"-";"952";"7155";"9";"13"
"MU";"3305802";"Teresópolis (RJ)";"Total";"56969";"49568";"3592";"1793";"-";"7636";"26032";"-";"275"
"MU";"3305901";"Trajano de Moraes (RJ)";"Total";"4365";"2971";"70";"52";"-";"295";"1335";"-";"66"
"MU";"3306008";"Três Rios (RJ)";"Total";"34904";"23035";"2553";"907";"11";"2106";"4923";"7";"168"
"MU";"3306107";"Valença (RJ)";"Total";"35822";"12484";"2972";"2011";"-";"2106";"5150";"-";"19"
"MU";"3306156";"Varre-Sai (RJ)";"Total";"6644";"1791";"37";"32";"-";"122";"188";"-";"7"
"MU";"3306206";"Vassouras (RJ)";"Total";"15156";"8444";"1019";"776";"2";"1606";"2850";"-";"30"
"MU";"3306305";"Volta Redonda (RJ)";"Total";"101207";"80836";"10480";"3072";"15";"12039";"24682";"569";"286"
"MU";"3500105";"Adamantina (SP)";"Total";"21621";"5436";"476";"1506";"-";"1036";"1059";"-";"51"
"MU";"3500204";"Adolfo (SP)";"Total";"2109";"1385";"46";"4";"-";"135";"135";"-";"4"
"MU";"3500303";"Aguaí (SP)";"Total";"17599";"7240";"418";"204";"11";"983";"1558";"19";"8"
"MU";"3500402";"Águas da Prata (SP)";"Total";"4323";"1326";"315";"10";"-";"176";"432";"-";"-"
"MU";"3500501";"Águas de Lindóia (SP)";"Total";"10374";"3593";"349";"101";"7";"527";"1191";"-";"42"
"MU";"3500550";"Águas de Santa Bárbara (SP)";"Total";"3841";"1508";"183";"53";"3";"260";"491";"-";"-"
"MU";"3500600";"Águas de São Pedro (SP)";"Total";"1333";"437";"143";"63";"-";"277";"310";"-";"-"
"MU";"3500709";"Agudos (SP)";"Total";"13828";"13716";"414";"172";"-";"1780";"2783";"12";"112"
"MU";"3500758";"Alambari (SP)";"Total";"2935";"1967";"42";"12";"-";"271";"180";"-";"-"
"MU";"3500808";"Alfredo Marcondes (SP)";"Total";"2957";"814";"11";"7";"-";"50";"109";"-";"3"
"MU";"3500907";"Altair (SP)";"Total";"2083";"779";"17";"12";"-";"52";"73";"-";"-"
"MU";"3501004";"Altinópolis (SP)";"Total";"9971";"3434";"151";"87";"-";"471";"641";"-";"8"
"MU";"3501103";"Alto Alegre (SP)";"Total";"2412";"904";"45";"6";"-";"85";"32";"-";"-"
"MU";"3501152";"Alumínio (SP)";"Total";"8915";"4553";"67";"34";"4";"548";"869";"-";"56"
"MU";"3501202";"Álvares Florence (SP)";"Total";"2489";"835";"23";"14";"-";"86";"112";"-";"-"
"MU";"3501301";"Álvares Machado (SP)";"Total";"14622";"6790";"161";"76";"-";"594";"1356";"-";"11"
"MU";"3501400";"Álvaro de Carvalho (SP)";"Total";"2066";"1162";"13";"41";"-";"223";"909";"-";"-"
"MU";"3501509";"Alvinlândia (SP)";"Total";"1120";"1152";"-";"2";"4";"144";"102";"4";"-"
"MU";"3501608";"Americana (SP)";"Total";"114348";"62324";"6259";"2010";"11";"11687";"14798";"-";"223"
"MU";"3501707";"Américo Brasiliense (SP)";"Total";"16739";"7667";"460";"267";"10";"1187";"2515";"-";"13"
"MU";"3501806";"Américo de Campos (SP)";"Total";"3717";"1262";"49";"-";"-";"114";"153";"-";"3"
"MU";"3501905";"Amparo (SP)";"Total";"41018";"10441";"1842";"1084";"-";"2032";"4331";"16";"20"
"MU";"3502002";"Analândia (SP)";"Total";"2031";"1340";"73";"16";"-";"110";"427";"-";"-"
"MU";"3502101";"Andradina (SP)";"Total";"27472";"17414";"1891";"195";"-";"2637";"3466";"-";"41"
"MU";"3502200";"Angatuba (SP)";"Total";"14296";"5045";"-";"-";"-";"759";"742";"-";"8"
"MU";"3502309";"Anhembi (SP)";"Total";"3086";"1496";"12";"22";"-";"163";"151";"3";"3"
"MU";"3502408";"Anhumas (SP)";"Total";"2680";"696";"10";"8";"3";"63";"60";"-";"-"
"MU";"3502507";"Aparecida (SP)";"Total";"22180";"5175";"155";"233";"-";"462";"585";"10";"-"
"MU";"3502606";"Aparecida d'Oeste (SP)";"Total";"2319";"928";"194";"-";"-";"71";"164";"-";"-"
"MU";"3502705";"Apiaí (SP)";"Total";"11395";"7657";"200";"58";"-";"462";"1609";"-";"-"
"MU";"3502754";"Araçariguama (SP)";"Total";"8373";"6605";"162";"52";"-";"1004";"2125";"-";"-"
"MU";"3502804";"Araçatuba (SP)";"Total";"84083";"62922";"6052";"1547";"55";"9669";"12949";"29";"298"
"MU";"3502903";"Araçoiaba da Serra (SP)";"Total";"15468";"9019";"973";"173";"10";"1459";"1883";"-";"63"
"MU";"3503000";"Aramina (SP)";"Total";"3068";"1018";"397";"48";"-";"127";"137";"-";"4"
"MU";"3503109";"Arandu (SP)";"Total";"3544";"1849";"43";"16";"-";"295";"254";"-";"-"
"MU";"3503158";"Arapeí (SP)";"Total";"1266";"612";"8";"4";"-";"59";"134";"-";"-"
"MU";"3503208";"Araraquara (SP)";"Total";"118897";"50446";"12145";"4872";"116";"10167";"18487";"101";"113"
"MU";"3503307";"Araras (SP)";"Total";"62698";"35259";"2604";"778";"-";"5306";"9128";"53";"80"
"MU";"3503356";"Arco-Íris (SP)";"Total";"1012";"697";"4";"2";"3";"20";"35";"-";"-"
"MU";"3503406";"Arealva (SP)";"Total";"4513";"2128";"86";"35";"-";"115";"377";"-";"16"
"MU";"3503505";"Areias (SP)";"Total";"2273";"665";"21";"-";"-";"116";"46";"-";"-"
"MU";"3503604";"Areiópolis (SP)";"Total";"4432";"3433";"9";"4";"-";"197";"731";"-";"5"
"MU";"3503703";"Ariranha (SP)";"Total";"4561";"1648";"160";"46";"-";"126";"264";"-";"15"
"MU";"3503802";"Artur Nogueira (SP)";"Total";"24053";"13746";"372";"299";"-";"2410";"4000";"-";"78"
"MU";"3503901";"Arujá (SP)";"Total";"34250";"23415";"1968";"1098";"-";"6976";"7633";"17";"150"
"MU";"3503950";"Aspásia (SP)";"Total";"1098";"459";"16";"5";"-";"4";"34";"-";"7"
"MU";"3504008";"Assis (SP)";"Total";"51818";"29065";"1016";"506";"-";"2533";"4931";"42";"42"
"MU";"3504107";"Atibaia (SP)";"Total";"72468";"34004";"5977";"2508";"-";"10723";"13452";"80";"134"
"MU";"3504206";"Auriflama (SP)";"Total";"6428";"4648";"468";"13";"-";"242";"404";"-";"10"
"MU";"3504305";"Avaí (SP)";"Total";"1681";"1801";"17";"11";"68";"43";"248";"-";"9"
"MU";"3504404";"Avanhandava (SP)";"Total";"5309";"3461";"154";"55";"-";"299";"654";"-";"10"
"MU";"3504503";"Avaré (SP)";"Total";"47939";"22124";"1767";"565";"7";"3483";"5272";"-";"57"
"MU";"3504602";"Bady Bassitt (SP)";"Total";"12654";"7293";"877";"229";"-";"1149";"1410";"51";"-"
"MU";"3504701";"Balbinos (SP)";"Total";"1485";"1009";"38";"77";"-";"21";"1103";"-";"-"
"MU";"3504800";"Bálsamo (SP)";"Total";"5224";"2665";"220";"28";"-";"190";"273";"-";"-"
"MU";"3504909";"Bananal (SP)";"Total";"5123";"2401";"129";"42";"-";"178";"937";"-";"7"
"MU";"3505005";"Barão de Antonina (SP)";"Total";"2156";"788";"4";"5";"19";"41";"52";"2";"-"
"MU";"3505104";"Barbosa (SP)";"Total";"2174";"2007";"26";"50";"-";"138";"513";"-";"3"
"MU";"3505203";"Bariri (SP)";"Total";"19563";"6676";"340";"53";"-";"319";"909";"-";"-"
"MU";"3505302";"Barra Bonita (SP)";"Total";"20292";"6423";"1301";"215";"-";"1182";"1627";"-";"26"
"MU";"3505351";"Barra do Chapéu (SP)";"Total";"1620";"2139";"9";"-";"-";"238";"460";"-";"12"
"MU";"3505401";"Barra do Turvo (SP)";"Total";"2714";"2430";"11";"9";"-";"138";"661";"4";"4"
"MU";"3505500";"Barretos (SP)";"Total";"65566";"27467";"3360";"1307";"27";"3991";"6132";"36";"57"
"MU";"3505609";"Barrinha (SP)";"Total";"12850";"9743";"175";"100";"8";"961";"3798";"-";"10"
"MU";"3505708";"Barueri (SP)";"Total";"125961";"88847";"4939";"3390";"11";"17378";"31067";"69";"217"
"MU";"3505807";"Bastos (SP)";"Total";"10888";"6114";"28";"12";"-";"628";"1259";"-";"41"
"MU";"3505906";"Batatais (SP)";"Total";"33488";"11146";"1398";"363";"-";"2658";"2719";"-";"11"
"MU";"3506003";"Bauru (SP)";"Total";"147403";"120533";"12642";"4957";"128";"22114";"27516";"10";"157"
"MU";"3506102";"Bebedouro (SP)";"Total";"38401";"20400";"2151";"492";"-";"1891";"4235";"-";"8"
"MU";"3506201";"Bento de Abreu (SP)";"Total";"1289";"796";"17";"-";"-";"16";"140";"-";"-"
"MU";"3506300";"Bernardino de Campos (SP)";"Total";"6656";"2692";"238";"37";"5";"184";"517";"-";"-"
"MU";"3506359";"Bertioga (SP)";"Total";"24956";"15884";"1283";"898";"122";"4208";"7733";"25";"101"
"MU";"3506409";"Bilac (SP)";"Total";"4213";"1632";"86";"12";"-";"265";"297";"-";"10"
"MU";"3506508";"Birigui (SP)";"Total";"53688";"34555";"2823";"611";"8";"5970";"7590";"71";"72"
"MU";"3506607";"Biritiba Mirim (SP)";"Total";"12707";"8322";"333";"674";"-";"1085";"2743";"24";"57"
"MU";"3506706";"Boa Esperança do Sul (SP)";"Total";"6506";"2758";"209";"133";"28";"274";"1295";"-";"-"
"MU";"3506805";"Bocaina (SP)";"Total";"6555";"2722";"194";"44";"-";"205";"185";"-";"8"
"MU";"3506904";"Bofete (SP)";"Total";"5114";"2966";"66";"12";"-";"204";"763";"-";"79"
"MU";"3507001";"Boituva (SP)";"Total";"28943";"15653";"982";"402";"-";"2864";"4481";"37";"59"
"MU";"3507100";"Bom Jesus dos Perdões (SP)";"Total";"11030";"4754";"341";"468";"13";"789";"1861";"-";"-"
"MU";"3507159";"Bom Sucesso de Itararé (SP)";"Total";"1903";"868";"13";"-";"-";"21";"182";"-";"12"
"MU";"3507209";"Borá (SP)";"Total";"478";"257";"2";"4";"-";"11";"25";"-";"9"
"MU";"3507308";"Boracéia (SP)";"Total";"2539";"1207";"-";"30";"-";"142";"153";"-";"7"
"MU";"3507407";"Borborema (SP)";"Total";"9349";"2663";"114";"41";"-";"146";"416";"-";"-"
"MU";"3507456";"Borebi (SP)";"Total";"879";"1116";"27";"-";"-";"184";"105";"-";"-"
"MU";"3507506";"Botucatu (SP)";"Total";"64694";"41563";"2893";"1529";"11";"6961";"10288";"22";"269"
"MU";"3507605";"Bragança Paulista (SP)";"Total";"86223";"42553";"3846";"1817";"64";"9461";"11677";"423";"302"
"MU";"3507704";"Braúna (SP)";"Total";"2713";"1193";"41";"5";"-";"334";"379";"-";"-"
"MU";"3507753";"Brejo Alegre (SP)";"Total";"1013";"861";"3";"4";"-";"124";"273";"-";"-"
"MU";"3507803";"Brodowski (SP)";"Total";"13896";"4999";"587";"169";"-";"692";"1735";"-";"-"
"MU";"3507902";"Brotas (SP)";"Total";"13332";"5734";"373";"112";"9";"629";"813";"-";"20"
"MU";"3508009";"Buri (SP)";"Total";"8474";"6503";"83";"90";"-";"702";"1362";"-";"-"
"MU";"3508108";"Buritama (SP)";"Total";"8222";"4572";"519";"46";"-";"582";"1355";"-";"5"
"MU";"3508207";"Buritizal (SP)";"Total";"2171";"996";"220";"16";"-";"129";"322";"-";"-"
"MU";"3508306";"Cabrália Paulista (SP)";"Total";"1754";"1169";"76";"14";"-";"248";"501";"-";"-"
"MU";"3508405";"Cabreúva (SP)";"Total";"19016";"14081";"306";"116";"-";"1518";"5532";"12";"21"
"MU";"3508504";"Caçapava (SP)";"Total";"52103";"21905";"1456";"890";"14";"2850";"4874";"17";"159"
"MU";"3508603";"Cachoeira Paulista (SP)";"Total";"19625";"5799";"613";"114";"-";"439";"1003";"-";"31"
"MU";"3508702";"Caconde (SP)";"Total";"11946";"2266";"375";"20";"-";"202";"309";"-";"26"
"MU";"3508801";"Cafelândia (SP)";"Total";"8336";"4624";"365";"51";"-";"358";"834";"-";"62"
"MU";"3508900";"Caiabu (SP)";"Total";"2500";"683";"11";"3";"-";"18";"95";"-";"-"
"MU";"3509007";"Caieiras (SP)";"Total";"39966";"27062";"1549";"751";"12";"5208";"8984";"34";"51"
"MU";"3509106";"Caiuá (SP)";"Total";"2905";"1569";"15";"48";"-";"223";"264";"-";"4"
"MU";"3509205";"Cajamar (SP)";"Total";"35657";"26166";"1007";"911";"-";"5215";"10551";"21";"32"
"MU";"3509254";"Cajati (SP)";"Total";"4855";"12998";"253";"29";"-";"1714";"4384";"-";"164"
"MU";"3509304";"Cajobi (SP)";"Total";"5497";"1999";"85";"46";"-";"181";"337";"-";"-"
"MU";"3509403";"Cajuru (SP)";"Total";"13816";"5518";"157";"97";"-";"513";"832";"-";"-"
"MU";"3509452";"Campina do Monte Alegre (SP)";"Total";"3182";"1497";"75";"9";"-";"157";"308";"-";"3"
"MU";"3509502";"Campinas (SP)";"Total";"510812";"281130";"34000";"13708";"114";"57684";"113190";"301";"2029"
"MU";"3509601";"Campo Limpo Paulista (SP)";"Total";"30888";"23281";"1124";"1238";"-";"3916";"7061";"122";"174"
"MU";"3509700";"Campos do Jordão (SP)";"Total";"25572";"11229";"577";"244";"32";"1449";"2016";"-";"10"
"MU";"3509809";"Campos Novos Paulista (SP)";"Total";"2603";"1289";"20";"-";"-";"116";"192";"-";"-"
"MU";"3509908";"Cananéia (SP)";"Total";"3614";"3876";"247";"81";"106";"493";"2275";"-";"75"
"MU";"3509957";"Canas (SP)";"Total";"2505";"1438";"14";"7";"-";"105";"129";"-";"18"
"MU";"3510005";"Cândido Mota (SP)";"Total";"16912";"7412";"195";"98";"-";"776";"711";"-";"-"
"MU";"3510104";"Cândido Rodrigues (SP)";"Total";"1850";"586";"31";"2";"-";"65";"67";"-";"20"
"MU";"3510153";"Canitar (SP)";"Total";"2283";"2441";"42";"-";"-";"167";"395";"-";"-"
"MU";"3510203";"Capão Bonito (SP)";"Total";"21859";"14834";"464";"171";"10";"1290";"1958";"-";"37"
"MU";"3510302";"Capela do Alto (SP)";"Total";"12200";"5953";"103";"124";"31";"426";"1060";"-";"-"
"MU";"3510401";"Capivari (SP)";"Total";"25594";"13512";"544";"313";"-";"1169";"2538";"-";"235"
"MU";"3510500";"Caraguatatuba (SP)";"Total";"48918";"36992";"3512";"2503";"10";"7710";"16977";"67";"134"
"MU";"3510609";"Carapicuíba (SP)";"Total";"157412";"106144";"4073";"4447";"175";"15685";"47397";"44";"587"
"MU";"3510708";"Cardoso (SP)";"Total";"6217";"3051";"132";"7";"-";"311";"477";"-";"4"
"MU";"3510807";"Casa Branca (SP)";"Total";"15530";"6828";"597";"254";"-";"494";"1292";"-";"-"
"MU";"3510906";"Cássia dos Coqueiros (SP)";"Total";"1859";"430";"33";"48";"-";"25";"126";"-";"-"
"MU";"3511003";"Castilho (SP)";"Total";"10643";"5162";"133";"33";"-";"428";"1091";"-";"-"
"MU";"3511102";"Catanduva (SP)";"Total";"57173";"30495";"6361";"597";"-";"3893";"4720";"54";"47"
"MU";"3511201";"Catiguá (SP)";"Total";"3607";"2014";"65";"27";"-";"252";"254";"-";"-"
"MU";"3511300";"Cedral (SP)";"Total";"6392";"3121";"302";"94";"19";"454";"758";"-";"-"
"MU";"3511409";"Cerqueira César (SP)";"Total";"11270";"5009";"340";"173";"-";"550";"1406";"-";"34"
"MU";"3511508";"Cerquilho (SP)";"Total";"24978";"9149";"692";"135";"-";"1946";"2618";"-";"43"
"MU";"3511607";"Cesário Lange (SP)";"Total";"9048";"4745";"34";"34";"-";"2124";"680";"-";"-"
"MU";"3511706";"Charqueada (SP)";"Total";"7597";"4523";"101";"20";"-";"287";"989";"-";"22"
"MU";"3511904";"Clementina (SP)";"Total";"3660";"1847";"77";"57";"-";"164";"250";"-";"9"
"MU";"3512001";"Colina (SP)";"Total";"9791";"3311";"654";"122";"-";"686";"1480";"18";"-"
"MU";"3512100";"Colômbia (SP)";"Total";"3226";"1732";"60";"8";"2";"164";"543";"-";"-"
"MU";"3512209";"Conchal (SP)";"Total";"12955";"7373";"187";"8";"-";"773";"2927";"-";"48"
"MU";"3512308";"Conchas (SP)";"Total";"8939";"3217";"92";"37";"-";"554";"638";"-";"-"
"MU";"3512407";"Cordeirópolis (SP)";"Total";"13429";"5706";"118";"62";"54";"438";"1260";"-";"2"
"MU";"3512506";"Coroados (SP)";"Total";"2704";"1767";"49";"-";"-";"115";"89";"-";"17"
"MU";"3512605";"Coronel Macedo (SP)";"Total";"2863";"766";"4";"-";"-";"65";"114";"-";"-"
"MU";"3512704";"Corumbataí (SP)";"Total";"2115";"1024";"11";"21";"-";"236";"248";"-";"-"
"MU";"3512803";"Cosmópolis (SP)";"Total";"21694";"20467";"645";"216";"-";"3365";"6173";"-";"24"
"MU";"3512902";"Cosmorama (SP)";"Total";"5404";"1607";"145";"19";"-";"130";"389";"-";"-"
"MU";"3513009";"Cotia (SP)";"Total";"115483";"67597";"6632";"3103";"38";"14719";"28379";"222";"229"
"MU";"3513108";"Cravinhos (SP)";"Total";"18189";"6765";"497";"264";"13";"1421";"2340";"-";"-"
"MU";"3513207";"Cristais Paulista (SP)";"Total";"5086";"1488";"542";"18";"-";"444";"459";"-";"5"
"MU";"3513306";"Cruzália (SP)";"Total";"1315";"561";"3";"-";"-";"15";"4";"-";"1"
"MU";"3513405";"Cruzeiro (SP)";"Total";"41877";"17644";"1252";"251";"-";"1971";"3191";"9";"58"
"MU";"3513504";"Cubatão (SP)";"Total";"44967";"33072";"849";"718";"-";"4735";"12877";"22";"19"
"MU";"3513603";"Cunha (SP)";"Total";"13220";"5022";"78";"31";"-";"389";"870";"-";"33"
